country_key,country,region_key,region,year,month_number,month,weekdays,public_holidays_on_weekdays,business_days
nz,New Zealand,ota,Otago Province,2027,2,February,20,1,19
nz,New Zealand,ota,Otago Province,2027,3,March,23,3,20
nz,New Zealand,ota,Otago Province,2027,4,April,22,1,21
nz,New Zealand,ota,Otago Province,2027,5,May,21,0,21
nz,New Zealand,ota,Otago Province,2027,6,June,22,2,20
nz,New Zealand,ota,Otago Province,2027,7,July,22,0,22
nz,New Zealand,ota,Otago Province,2027,8,August,22,0,22
nz,New Zealand,ota,Otago Province,2027,9,September,22,0,22
nz,New Zealand,ota,Otago Province,2027,10,October,21,1,20
nz,New Zealand,ota,Otago Province,2027,11,November,22,0,22
nz,New Zealand,ota,Otago Province,2027,12,December,23,2,21
nz,New Zealand,stl,Southland,2027,1,January,21,2,19
nz,New Zealand,stl,Southland,2027,2,February,20,1,19
nz,New Zealand,stl,Southland,2027,3,March,23,3,20
nz,New Zealand,stl,Southland,2027,4,April,22,1,21
nz,New Zealand,stl,Southland,2027,5,May,21,0,21
nz,New Zealand,stl,Southland,2027,6,June,22,2,20
nz,New Zealand,stl,Southland,2027,7,July,22,0,22
nz,New Zealand,stl,Southland,2027,8,August,22,0,22
nz,New Zealand,stl,Southland,2027,9,September,22,0,22
nz,New Zealand,stl,Southland,2027,10,October,21,1,20
nz,New Zealand,stl,Southland,2027,11,November,22,0,22
nz,New Zealand,stl,Southland,2027,12,December,23,2,21
nz,New Zealand,tas,Tasman,2027,1,January,21,2,19
nz,New Zealand,tas,Tasman,2027,2,February,20,2,18
nz,New Zealand,tas,Tasman,2027,3,March,23,2,21
nz,New Zealand,tas,Tasman,2027,4,April,22,1,21
nz,New Zealand,tas,Tasman,2027,5,May,21,0,21
nz,New Zealand,tas,Tasman,2027,6,June,22,2,20
nz,New Zealand,tas,Tasman,2027,7,July,22,0,22
nz,New Zealand,tas,Tasman,2027,8,August,22,0,22
nz,New Zealand,tas,Tasman,2027,9,September,22,0,22
nz,New Zealand,tas,Tasman,2027,10,October,21,1,20
nz,New Zealand,tas,Tasman,2027,11,November,22,0,22
nz,New Zealand,tas,Tasman,2027,12,December,23,2,21
nz,New Zealand,tki,Taranaki,2027,1,January,21,2,19
nz,New Zealand,tki,Taranaki,2027,2,February,20,1,19
nz,New Zealand,tki,Taranaki,2027,3,March,23,3,20
nz,New Zealand,tki,Taranaki,2027,4,April,22,1,21
nz,New Zealand,tki,Taranaki,2027,5,May,21,0,21
nz,New Zealand,tki,Taranaki,2027,6,June,22,2,20
nz,New Zealand,tki,Taranaki,2027,7,July,22,0,22
nz,New Zealand,tki,Taranaki,2027,8,August,22,0,22
nz,New Zealand,tki,Taranaki,2027,9,September,22,0,22
nz,New Zealand,tki,Taranaki,2027,10,October,21,1,20
nz,New Zealand,tki,Taranaki,2027,11,November,22,0,22
nz,New Zealand,tki,Taranaki,2027,12,December,23,2,21
nz,New Zealand,wko,Waikato,2027,1,January,21,2,19
nz,New Zealand,wko,Waikato,2027,2,February,20,2,18
nz,New Zealand,wko,Waikato,2027,3,March,23,2,21
nz,New Zealand,wko,Waikato,2027,4,April,22,1,21
nz,New Zealand,wko,Waikato,2027,5,May,21,0,21
nz,New Zealand,wko,Waikato,2027,6,June,22,2,20
nz,New Zealand,wko,Waikato,2027,7,July,22,0,22
nz,New Zealand,wko,Waikato,2027,8,August,22,0,22
nz,New Zealand,wko,Waikato,2027,9,September,22,0,22
nz,New Zealand,wko,Waikato,2027,10,October,21,1,20
nz,New Zealand,wko,Waikato,2027,11,November,22,0,22
nz,New Zealand,wko,Waikato,2027,12,December,23,2,21
nz,New Zealand,wgn,Wellington Province,2027,1,January,21,3,18
nz,New Zealand,wgn,Wellington Province,2027,2,February,20,1,19
nz,New Zealand,wgn,Wellington Province,2027,3,March,23,2,21
nz,New Zealand,wgn,Wellington Province,2027,4,April,22,1,21
nz,New Zealand,wgn,Wellington Province,2027,5,May,21,0,21
nz,New Zealand,wgn,Wellington Province,2027,6,June,22,2,20
nz,New Zealand,wgn,Wellington Province,2027,7,July,22,0,22
nz,New Zealand,wgn,Wellington Province,2027,8,August,22,0,22
nz,New Zealand,wgn,Wellington Province,2027,9,September,22,0,22
nz,New Zealand,wgn,Wellington Province,2027,10,October,21,1,20
nz,New Zealand,wgn,Wellington Province,2027,11,November,22,0,22
nz,New Zealand,wgn,Wellington Province,2027,12,December,23,2,21
nz,New Zealand,wtc,Westland,2027,1,January,21,2,19
nz,New Zealand,wtc,Westland,2027,2,February,20,1,19
nz,New Zealand,wtc,Westland,2027,3,March,23,2,21
nz,New Zealand,wtc,Westland,2027,4,April,22,1,21
nz,New Zealand,wtc,Westland,2027,5,May,21,0,21
nz,New Zealand,wtc,Westland,2027,6,June,22,2,20
nz,New Zealand,wtc,Westland,2027,7,July,22,0,22
nz,New Zealand,wtc,Westland,2027,8,August,22,0,22
nz,New Zealand,wtc,Westland,2027,9,September,22,0,22
nz,New Zealand,wtc,Westland,2027,10,October,21,1,20
nz,New Zealand,wtc,Westland,2027,11,November,22,1,21
nz,New Zealand,wtc,Westland,2027,12,December,23,2,21
sg,Singapore,national,National holidays,2027,1,January,21,1,20
sg,Singapore,national,National holidays,2027,2,February,20,1,19
sg,Singapore,national,National holidays,2027,3,March,23,2,21
sg,Singapore,national,National holidays,2027,4,April,22,0,22
sg,Singapore,national,National holidays,2027,5,May,21,0,21
sg,Singapore,national,National holidays,2027,6,June,22,0,22
sg,Singapore,national,National holidays,2027,7,July,22,0,22
sg,Singapore,national,National holidays,2027,8,August,22,1,21
sg,Singapore,national,National holidays,2027,9,September,22,0,22
sg,Singapore,national,National holidays,2027,10,October,21,1,20
sg,Singapore,national,National holidays,2027,11,November,22,0,22
sg,Singapore,national,National holidays,2027,12,December,23,0,23
nl,Netherlands,national,National holidays,2027,1,January,21,1,20
nl,Netherlands,national,National holidays,2027,2,February,20,0,20
nl,Netherlands,national,National holidays,2027,3,March,23,2,21
nl,Netherlands,national,National holidays,2027,4,April,22,1,21
nl,Netherlands,national,National holidays,2027,5,May,21,3,18
nl,Netherlands,national,National holidays,2027,6,June,22,0,22
nl,Netherlands,national,National holidays,2027,7,July,22,0,22
nl,Netherlands,national,National holidays,2027,8,August,22,0,22
nl,Netherlands,national,National holidays,2027,9,September,22,0,22
nl,Netherlands,national,National holidays,2027,10,October,21,0,21
nl,Netherlands,national,National holidays,2027,11,November,22,0,22
nl,Netherlands,national,National holidays,2027,12,December,23,0,23
